StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/10 12:28:43.393325,0.0,udp,10.0.0.7,4444,   ->,95.211.88.54,80,INT,0.0,,1,60,60,flow=Background-UDP-Attempt
2011/08/10 12:28:43.393456,0.30162,udp,10.0.0.7,4444,  <->,95.215.62.26,80,CON,0.0,0.0,3,260,200,flow=Background-UDP-Established
2011/08/10 12:28:43.860144,0.023116,udp,10.0.0.7,49146,  <->,147.32.80.9,53,CON,0.0,0.0,2,216,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.876551,0.000344,udp,10.0.0.7,49519,  <->,147.32.80.9,53,CON,0.0,0.0,2,234,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.882640,0.000369,udp,10.0.0.7,41478,  <->,147.32.80.9,53,CON,0.0,0.0,2,370,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.883416,0.000265,udp,10.0.0.7,56108,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,90,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.883596,0.023342,udp,10.0.0.7,34118,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.883911,0.000436,udp,10.0.0.7,47658,  <->,147.32.80.9,53,CON,0.0,0.0,2,255,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.884741,0.065923,udp,10.0.0.7,34622,  <->,147.32.80.9,53,CON,0.0,0.0,2,237,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.898529,0.052319,tcp,10.0.0.7,32877,   ->,95.211.88.51,80,FSPA_FSPA,0.0,0.0,10,2365,703,flow=Background-TCP-Established
2011/08/10 12:28:43.908350,0.000239,udp,10.0.0.7,54353,  <->,147.32.80.9,53,CON,0.0,0.0,2,228,89,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.908748,0.000383,udp,10.0.0.7,48690,  <->,147.32.80.9,53,CON,0.0,0.0,2,253,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.909516,0.053731,udp,10.0.0.7,55246,  <->,147.32.80.9,53,CON,0.0,0.0,2,204,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.950864,0.029548,udp,10.0.0.7,40123,  <->,147.32.80.9,53,CON,0.0,0.0,2,237,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.963485,0.000419,udp,10.0.0.7,55614,  <->,147.32.80.9,53,CON,0.0,0.0,2,234,92,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.964093,0.054569,udp,10.0.0.7,43835,  <->,147.32.80.9,53,CON,0.0,0.0,2,246,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.980855,0.054595,udp,10.0.0.7,49976,  <->,147.32.80.9,53,CON,0.0,0.0,2,212,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:43.981616,0.526818,tcp,10.0.0.7,37080,   ->,68.178.232.99,80,FSPA_FSRA,0.0,0.0,7,940,658,flow=Background-TCP-Established
2011/08/10 12:28:44.019114,0.023184,udp,10.0.0.7,45558,  <->,147.32.80.9,53,CON,0.0,0.0,2,216,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.019466,0.163632,tcp,10.0.0.7,59290,   ->,62.149.24.93,3391,FSPA_FSPA,0.0,0.0,10,1418,715,flow=Background-TCP-Established
2011/08/10 12:28:44.035600,0.00023,udp,10.0.0.7,59613,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,90,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.036016,0.000261,udp,10.0.0.7,54861,  <->,147.32.80.9,53,CON,0.0,0.0,2,212,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.036400,0.000246,udp,10.0.0.7,57166,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,90,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.037093,0.000196,udp,10.0.0.7,37927,  <->,147.32.80.9,53,CON,0.0,0.0,2,226,68,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.037461,0.000356,udp,10.0.0.7,40368,  <->,147.32.80.9,53,CON,0.0,0.0,2,362,68,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.038234,0.018071,udp,10.0.0.7,41538,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.038581,0.082193,tcp,10.0.0.7,41291,   ->,95.211.88.49,80,FSPA_FSPA,0.0,0.0,10,2435,729,flow=Background-TCP-Established
2011/08/10 12:28:44.042457,0.00025,udp,10.0.0.7,56697,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,90,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.042918,0.000459,udp,10.0.0.7,37485,  <->,147.32.80.9,53,CON,0.0,0.0,2,255,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.056525,0.00028,udp,10.0.0.7,49833,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,97,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.056957,0.00027,udp,10.0.0.7,50181,  <->,147.32.80.9,53,CON,0.0,0.0,2,274,84,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.163402,8.998599,tcp,10.0.0.7,35307,   ->,101.51.97.241,33775,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.163484,0.197408,tcp,10.0.0.7,38869,   ->,108.66.101.144,15941,S_RA,0.0,0.0,2,151,74,flow=Background-TCP-Attempt
2011/08/10 12:28:44.163630,8.998377,tcp,10.0.0.7,50418,   ->,108.71.212.178,53527,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.163740,8.998272,tcp,10.0.0.7,52417,   ->,109.110.96.31,59320,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.163807,8.99821,tcp,10.0.0.7,42544,   ->,109.144.21.27,64945,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.163954,0.748152,tcp,10.0.0.7,57948,   ->,109.189.57.221,60826,FSPA_FSPA,0.0,0.0,12,1544,596,flow=Background-TCP-Established
2011/08/10 12:28:44.164049,8.997973,tcp,10.0.0.7,49633,   ->,109.240.72.234,26383,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164167,8.997859,tcp,10.0.0.7,46821,   ->,109.255.17.71,37749,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164270,8.99776,tcp,10.0.0.7,59394,   ->,109.58.58.191,16889,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164377,8.997657,tcp,10.0.0.7,48304,   ->,110.159.234.84,56251,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164483,8.997555,tcp,10.0.0.7,57922,   ->,110.174.8.105,10081,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164651,8.997391,tcp,10.0.0.7,51323,   ->,110.55.106.224,10510,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164668,8.997378,tcp,10.0.0.7,47648,   ->,110.55.117.25,44386,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164809,8.997241,tcp,10.0.0.7,34745,   ->,110.55.5.165,34956,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.164911,0.337941,tcp,10.0.0.7,58177,   ->,111.68.59.72,46840,S_,0.0,,1,74,74,flow=Background-TCP-Attempt
2011/08/10 12:28:44.165028,8.997028,tcp,10.0.0.7,53536,   ->,112.135.171.173,36869,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.165102,3.676467,tcp,10.0.0.7,38223,   ->,112.135.214.57,51728,FSPA_FSA,0.0,0.0,8,608,406,flow=Background-TCP-Established
2011/08/10 12:28:44.165246,8.996815,tcp,10.0.0.7,39389,   ->,112.198.231.183,15651,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.165357,8.996708,tcp,10.0.0.7,36010,   ->,112.201.11.241,10807,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.165469,8.9966,tcp,10.0.0.7,58222,   ->,112.201.28.185,19770,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.165584,3.779668,tcp,10.0.0.7,40057,   ->,112.202.88.71,36528,FSPA_FSRPA,0.0,0.0,13,1603,662,flow=Background-TCP-Established
2011/08/10 12:28:44.338126,0.524389,tcp,10.0.0.7,37108,   ->,68.178.232.99,80,FSPA_FSRA,0.0,0.0,7,940,667,flow=Background-TCP-Established
2011/08/10 12:28:44.413593,8.996329,tcp,10.0.0.7,34479,   ->,109.100.151.244,16026,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.664130,8.997787,tcp,10.0.0.7,33741,   ->,109.155.167.57,56786,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.664148,8.997777,tcp,10.0.0.7,60935,   ->,112.205.149.149,40480,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:44.664620,0.058749,udp,10.0.0.7,40365,  <->,147.32.80.9,53,CON,0.0,0.0,2,302,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:44.695362,4.011284,tcp,10.0.0.7,37112,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,78,56972,2578,flow=Background-TCP-Established
2011/08/10 12:28:45.891959,0.029466,udp,10.0.0.7,37899,  <->,147.32.80.9,53,CON,0.0,0.0,2,223,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:45.892241,3.092638,tcp,10.0.0.7,37113,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,82,60662,2656,flow=Background-TCP-Established
2011/08/10 12:28:45.896961,3.087784,tcp,10.0.0.7,37114,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,78,57168,2672,flow=Background-TCP-Established
2011/08/10 12:28:45.921605,0.000307,udp,10.0.0.7,52200,  <->,147.32.80.9,53,CON,0.0,0.0,2,248,99,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:45.922049,0.024218,udp,10.0.0.7,36296,  <->,147.32.80.9,53,CON,0.0,0.0,2,242,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:45.946872,22.945044,tcp,10.0.0.7,60588,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,23,9485,3071,flow=Background-TCP-Established
2011/08/10 12:28:45.947185,22.747644,tcp,10.0.0.7,60589,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,31,14390,3338,flow=Background-TCP-Established
2011/08/10 12:28:45.947191,2.879665,tcp,10.0.0.7,60590,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,16,6294,1071,flow=Background-TCP-Established
2011/08/10 12:28:46.663434,0.735689,udp,10.0.0.7,33843,  <->,147.32.80.9,53,CON,0.0,0.0,2,244,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:46.663667,2.185528,tcp,10.0.0.7,60942,   ->,113.193.111.170,13021,FSPA_FSPA,0.0,0.0,15,1947,808,flow=Background-TCP-Established
2011/08/10 12:28:46.663780,0.341706,tcp,10.0.0.7,40970,   ->,114.108.192.10,19484,S_,0.0,,1,74,74,flow=Background-TCP-Attempt
2011/08/10 12:28:47.213221,8.996574,tcp,10.0.0.7,48568,   ->,114.244.37.238,51413,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:47.221512,0.000371,udp,10.0.0.7,46220,  <->,147.32.80.9,53,CON,0.0,0.0,2,258,89,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.222032,0.000384,udp,10.0.0.7,54176,  <->,147.32.80.9,53,CON,0.0,0.0,2,360,89,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.222945,1.595696,tcp,10.0.0.7,39765,   ->,74.125.232.220,80,FSPA_FSPA,0.0,0.0,12,3120,878,flow=Background-TCP-Established
2011/08/10 12:28:47.255081,0.000237,udp,10.0.0.7,48248,  <->,147.32.80.9,53,CON,0.0,0.0,2,257,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.255466,0.000284,udp,10.0.0.7,54484,  <->,147.32.80.9,53,CON,0.0,0.0,2,375,87,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.256269,12.335076,tcp,10.0.0.7,42659,   ->,74.125.232.217,80,FSPA_FSPA,0.0,0.0,10,1992,1022,flow=Background-TCP-Established
2011/08/10 12:28:47.312940,0.000157,udp,10.0.0.7,49964,  <->,147.32.80.9,53,CON,0.0,0.0,2,215,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.313257,0.000243,udp,10.0.0.7,60093,  <->,147.32.80.9,53,CON,0.0,0.0,2,220,85,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.313646,0.000556,udp,10.0.0.7,44836,  <->,147.32.80.9,53,CON,0.0,0.0,2,215,72,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.314759,20.004271,tcp,10.0.0.7,37123,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,56,31336,3134,flow=Background-TCP-Established
2011/08/10 12:28:47.913304,0.487508,udp,10.0.0.7,34655,  <->,147.32.80.9,53,CON,0.0,0.0,2,231,88,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:47.913434,8.996366,tcp,10.0.0.7,53302,   ->,114.30.101.103,15164,S_,0.0,,3,222,222,flow=Background-TCP-Attempt
2011/08/10 12:28:48.532341,0.032158,udp,10.0.0.7,51427,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.564677,0.01858,udp,10.0.0.7,38649,  <->,147.32.80.9,53,CON,0.0,0.0,2,435,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.583737,11.009352,tcp,10.0.0.7,35389,   ->,2.21.104.229,80,FSPA_FSPA,0.0,0.0,36,22387,1766,flow=Background-TCP-Established
2011/08/10 12:28:48.652465,0.029351,udp,10.0.0.7,44680,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.681991,0.000567,udp,10.0.0.7,50220,  <->,147.32.80.9,53,CON,0.0,0.0,2,435,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.683071,10.912229,tcp,10.0.0.7,35390,   ->,2.21.104.229,80,FSPA_FSPA,0.0,0.0,20,9574,1217,flow=Background-TCP-Established
2011/08/10 12:28:48.809167,26.233608,tcp,10.0.0.7,60600,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,19,8275,1825,flow=Background-TCP-Established
2011/08/10 12:28:48.809702,26.73292,tcp,10.0.0.7,60601,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,25,12287,2018,flow=Background-TCP-Established
2011/08/10 12:28:48.811301,26.733595,tcp,10.0.0.7,60602,   ->,64.202.167.128,80,FSPA_FSPA,0.0,0.0,18,7526,1831,flow=Background-TCP-Established
2011/08/10 12:28:48.861360,0.024182,udp,10.0.0.7,54654,  <->,147.32.80.9,53,CON,0.0,0.0,2,283,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.885724,0.000465,udp,10.0.0.7,56407,  <->,147.32.80.9,53,CON,0.0,0.0,2,435,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:48.886851,61.17675,tcp,10.0.0.7,58496,   ->,2.21.104.229,443,FSRPA_FSPA,0.0,0.0,38,24851,2143,flow=Background-TCP-Established
2011/08/10 12:28:48.917952,0.254651,udp,10.0.0.7,48836,  <->,147.32.80.9,53,CON,0.0,0.0,2,198,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:49.117807,0.061883,udp,10.0.0.7,47512,  <->,147.32.80.9,53,CON,0.0,0.0,2,238,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:49.172774,0.000431,udp,10.0.0.7,47425,  <->,147.32.80.9,53,CON,0.0,0.0,2,226,88,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:49.173408,0.260212,udp,10.0.0.7,52343,  <->,147.32.80.9,53,CON,0.0,0.0,2,202,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:49.179842,0.029364,udp,10.0.0.7,51671,  <->,147.32.80.9,53,CON,0.0,0.0,2,292,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:28:59.607256,0.071177,tcp,10.0.0.7,32931,   ->,95.211.88.51,80,FSPA_FSPA,0.0,0.0,10,1141,701,flow=Background-TCP-Established
2011/08/10 12:28:59.608736,0.168299,tcp,10.0.0.7,59341,   ->,62.149.24.93,3391,FSPA_FSPA,0.0,0.0,10,1114,713,flow=Background-TCP-Established
2011/08/10 12:28:59.609144,0.084731,tcp,10.0.0.7,41342,   ->,95.211.88.49,80,FSPA_FSPA,0.0,0.0,10,1211,727,flow=Background-TCP-Established
2011/08/10 12:29:07.144189,1.460135,tcp,10.0.0.7,37134,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,79,56971,2687,flow=Background-TCP-Established
2011/08/10 12:29:08.533369,1.550423,tcp,10.0.0.7,37135,   ->,68.178.232.99,80,SRPA_SA,0.0,0.0,19,9896,1112,flow=Background-TCP-Established
2011/08/10 12:29:08.533926,0.073486,tcp,10.0.0.7,42673,   ->,74.125.232.217,80,FSPA_FSPA,0.0,0.0,10,1981,1011,flow=Background-TCP-Established
2011/08/10 12:29:08.716789,1.285359,tcp,10.0.0.7,37137,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,51,29906,2133,flow=Background-TCP-Established
2011/08/10 12:29:09.987697,6.203095,tcp,10.0.0.7,37138,   ->,68.178.232.99,80,FSPA_FSPA,0.0,0.0,13,1946,1277,flow=Background-TCP-Established
2011/08/10 12:29:14.868479,0.000178,udp,10.0.0.7,41441,  <->,147.32.80.9,53,CON,0.0,0.0,2,238,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:14.868874,0.000361,udp,10.0.0.7,42507,  <->,147.32.80.9,53,CON,0.0,0.0,2,355,76,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:14.869708,0.476382,tcp,10.0.0.7,44015,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,48,32994,2158,flow=Background-TCP-Established
2011/08/10 12:29:15.373180,0.020546,udp,10.0.0.7,40366,  <->,147.32.80.9,53,CON,0.0,0.0,2,212,70,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:15.393907,0.000208,udp,10.0.0.7,52535,  <->,147.32.80.9,53,CON,0.0,0.0,2,216,83,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:15.394253,0.017081,udp,10.0.0.7,51799,  <->,147.32.80.9,53,CON,0.0,0.0,2,329,70,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:15.414923,0.047758,tcp,10.0.0.7,44016,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1353,792,flow=Background-TCP-Established
2011/08/10 12:29:15.414931,0.069733,tcp,10.0.0.7,44017,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1353,793,flow=Background-TCP-Established
2011/08/10 12:29:15.415256,0.069959,tcp,10.0.0.7,44018,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1354,780,flow=Background-TCP-Established
2011/08/10 12:29:15.650994,0.048945,tcp,10.0.0.7,44019,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1408,847,flow=Background-TCP-Established
2011/08/10 12:29:15.651424,0.048791,tcp,10.0.0.7,44020,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1411,850,flow=Background-TCP-Established
2011/08/10 12:29:15.652787,0.069587,tcp,10.0.0.7,44021,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1358,784,flow=Background-TCP-Established
2011/08/10 12:29:15.653403,0.070211,tcp,10.0.0.7,44022,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1416,855,flow=Background-TCP-Established
2011/08/10 12:29:15.656421,0.047736,tcp,10.0.0.7,44023,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1411,850,flow=Background-TCP-Established
2011/08/10 12:29:15.657427,0.069888,tcp,10.0.0.7,44024,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1412,851,flow=Background-TCP-Established
2011/08/10 12:29:15.698333,0.047696,tcp,10.0.0.7,44025,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1408,848,flow=Background-TCP-Established
2011/08/10 12:29:15.698784,0.047766,tcp,10.0.0.7,44026,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1412,851,flow=Background-TCP-Established
2011/08/10 12:29:15.702971,0.069856,tcp,10.0.0.7,44027,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1412,851,flow=Background-TCP-Established
2011/08/10 12:29:15.711446,0.070526,tcp,10.0.0.7,44028,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,14,4586,1017,flow=Background-TCP-Established
2011/08/10 12:29:15.713962,0.048215,tcp,10.0.0.7,44029,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1409,848,flow=Background-TCP-Established
2011/08/10 12:29:16.021699,0.049373,tcp,10.0.0.7,44030,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1606,1045,flow=Background-TCP-Established
2011/08/10 12:29:16.021879,0.022744,udp,10.0.0.7,42127,  <->,147.32.80.9,53,CON,0.0,0.0,2,311,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.022035,0.070034,tcp,10.0.0.7,44031,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1349,775,flow=Background-TCP-Established
2011/08/10 12:29:16.030830,0.048162,tcp,10.0.0.7,44032,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1599,1039,flow=Background-TCP-Established
2011/08/10 12:29:16.030885,0.069631,tcp,10.0.0.7,44033,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1598,1038,flow=Background-TCP-Established
2011/08/10 12:29:16.044791,0.000429,udp,10.0.0.7,38293,  <->,147.32.80.9,53,CON,0.0,0.0,2,446,75,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.049075,0.276044,tcp,10.0.0.7,43910,   ->,217.163.21.37,80,FSPA_FSPA,0.0,0.0,15,6529,1165,flow=Background-TCP-Established
2011/08/10 12:29:16.060501,0.01812,udp,10.0.0.7,53761,  <->,147.32.80.9,53,CON,0.0,0.0,2,228,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.078842,0.000218,udp,10.0.0.7,57061,  <->,147.32.80.9,53,CON,0.0,0.0,2,232,91,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.079209,0.017828,udp,10.0.0.7,33951,  <->,147.32.80.9,53,CON,0.0,0.0,2,345,78,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.275732,0.017699,udp,10.0.0.7,40369,  <->,147.32.80.9,53,CON,0.0,0.0,2,226,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.292137,0.048271,tcp,10.0.0.7,44035,   ->,80.94.77.67,80,FSPA_FSPA,0.0,0.0,10,1348,775,flow=Background-TCP-Established
2011/08/10 12:29:16.293633,0.000299,udp,10.0.0.7,54595,  <->,147.32.80.9,53,CON,0.0,0.0,2,230,90,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.294093,0.017783,udp,10.0.0.7,45528,  <->,147.32.80.9,53,CON,0.0,0.0,2,343,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 12:29:16.296646,0.138993,tcp,10.0.0.7,43912,   ->,217.163.21.37,80,FSPA_FSPA,0.0,0.0,10,1673,921,flow=Background-TCP-Established
